Token ID,Bullish Bear Rating,Vessel Type,Vessel Frequency,Class,Class Frequency,Weapon,Weapon Frequency,Secondary Weapon,Secondary Frequency,Shield,Shield Frequency,Propulsion,Propulsion Frequency,Material,Material Frequency,Extra,Extra Frequency
5198,3310,Tug,343,Incheon,306,Proton Beam,567,Fractional Orbital Bombardment,585,Galactic Havoc Electromagnetic of Wolf 1961,2,Ion Thruster,386,Graphene,349,Escape Pod,930
5199,2596,Quantum Voyager Frigate of Scorpio,1,Kongo,307,Gravity Canon,567,Fractional Orbital Bombardment,585,Gravitational,689,Solid Fuel Rocket,353,Graphene of Gemini,28,Killer Drone of Taurus,27
5200,2135,Supply Ship,359,Enterprise of Aries,27,Starburst Stream of Aquarius,41,Hydrogen Bomb of Virgo,24,Electromagnetic,678,Quantum Catastrophe Fusion-Fragment of Scorpio,9,Beryllium,383,Tractor Beam of Virgo,31
5201,1728,Supply Ship,359,Missouri,309,Photon Beam,588,Supercosmic The Powerful Rail Gun of Aquarius,5,Quantum Catastrophe Quantum of Scorpio,3,Alcubierre Drive,378,Copper,402,Cocktail Bar,978
5202,4583,Frigate,328,Incheon,306,Proton Beam,567,Fractional Orbital Bombardment,585,Gravitational,689,Antimatter Rocket,395,Adamantium,407,Subatomic Havoc Disco Light of Taurus,6
5203,406,Supercosmic Adventurer Medical of Aquarius,1,Soryu,338,Starburst Stream of Aquarius,41,Rail Gun,551,Quantum,709,Antimatter Rocket,395,Lightning Catastrophe Diamond of Virgo +1,4,Killer Drone of Leo,28
5204,6013,Minesweeper,339,Barracuda of Leo,16,Tetryon Canon,578,Fractional Orbital Bombardment,585,Gravitational,689,Infinite Improbability Drive of Virgo,83,Carbon Fibre,379,Warp Core,962
5205,7765,Tanker,343,Soryu,338,Proton Beam of Libra,76,Photon Torpedo,582,Dark Energy,707,Nuclear Fusion,365,Adamantium,407,Cocktail Bar,978
5206,6173,Medical,325,Kongo,307,Pulse Canon,612,Fractional Orbital Bombardment,585,Dark Energy,707,Nuclear Pulse,390,Glass,349,Disco Light,960
5207,3074,Dreadnought,350,Rutherford,352,Starburst Stream,610,Hydrogen Bomb,569,Dark Energy of Leo,12,Antimatter Rocket,395,Titanium,382,Einstein-Rosen The Indestructable Tractor Beam of Gemini +1,4
5208,7877,Cruiser,363,Arleigh Burke,327,Soliton Canon,568,Spatial Torpedo,608,Quantum,709,Ion Thruster of Wolf 1961,84,Adamantium,407,Disco Light,960
5209,2251,Cruiser,363,Overclocked The Benevolent Soryu of Sagittarius +1,2,Plasma Beam,578,Photon Torpedo,582,Plasma,737,Kryptonite Thruster,405,Adamantium,407,Cocktail Bar,978
5210,1754,Einstein-Rosen Havoc Cruiser of Gemini +1,1,Virginia,305,Proton Beam,567,Positron Torpedo,576,Electromagnetic of Tau Ceti,24,Light Sail of Taurus,79,Polystyrene,404,Escape Pod,930
5211,2254,Medical,325,Lightning Adventurer Soryu of Virgo +1,2,Particle Beam,574,Photon Torpedo,582,Nuclear,711,Magnetoplasmadynamic Thruster,400,Tungsten Carbide,571,Disco Light,960
5212,2796,Science Vessel of Tau Ceti,4,Liaoning,323,Quantum Voyager Photon Beam of Scorpio,6,Spatial Torpedo,608,Plasma,737,Light Sail,370,Vibranium of Aries,42,Warp Core of Aries,94
5213,6240,Medical,325,Dolphin,345,Soliton Canon,568,Electromagnetic Pulse Bomb,560,Quasar,728,Fusion-Fragment,354,Titanium,382,Tractor Beam,917
5214,4821,Minelayer of Aquarius,8,Kirov,314,Tetryon Canon of Sagittarius,44,Positron Torpedo,576,Quasar,728,Infinite Improbability Drive,354,Copper of Libra,27,Cocktail Bar,978
5215,7464,Transport Ship,346,Ticonderoga,302,Tetryon Canon,578,Spatial Torpedo of Leo,48,Electromagnetic,678,Nuclear Fusion,365,Tungsten Carbide,571,Disco Light,960
5216,5379,Science Vessel of Scorpio,8,Kongo,307,Gravity Canon,567,Rail Gun of Cancer,73,Gamma,755,Fusion-Fragment,354,Tungsten Carbide,571,Tractor Beam,917
5217,223,Doomsday Voyager Tanker of Leo,1,Nimitz,316,Anti-gravitational The Powerful Particle Beam of Pisces +1,4,Kinetic Energy Blast,610,Plasma of Cancer,24,Supercosmic Adventurer Nuclear Pulse of Aquarius,11,Tungsten Carbide,571,Escape Pod,930
5218,4953,Scout Ship,335,Koni,292,Pulse Canon,612,Thermonuclear Bomb,514,Quasar,728,Quantum The Benevolent Fusion-Fragment of Scorpio,7,Diamond,387,Tractor Beam of Gemini,39
5219,4909,Cruiser,363,Admiral Kuznetsov,328,Doomsday Catastrophe Particle Beam of Leo,8,Gravimetric Torpedo,540,Quasar,728,Alcubierre Drive,378,Graphene,349,Tractor Beam,917
5220,1692,Overclocked The Tyrant Transport Ship of Sagittarius +1,1,Dolphin,345,Particle Beam,574,Thermonuclear Bomb,514,Gamma,755,Nuclear Fusion,365,Vibranium,377,Cocktail Bar,978
5221,4202,Tanker,343,Incheon,306,Proton Beam,567,Rail Gun,551,Quasar,728,Magnetoplasmadynamic Thruster,400,Galactic Havoc Adamantium of Wolf 1961,4,Cocktail Bar,978
5222,1784,Einstein-Rosen The Tyrant Battleship of Gemini +1,1,Kirov,314,Photon Beam of Capricorn,79,Spatial Torpedo of Tau Ceti,99,Quasar,728,Fission-Electric,407,Graphene,349,Warp Core,962
5223,2235,Scout Ship,335,Anti-gravitational Deluxe Twin Bed Missouri of Pisces +1,2,Particle Beam,574,Thermonuclear Bomb,514,Plasma,737,Infinite Improbability Drive,354,Titanium,382,Disco Light,960
5224,2960,Dreadnought,350,Liaoning of Capricorn,33,Soliton Canon,568,Thermonuclear Bomb,514,Quasar,728,Antimatter Rocket,395,Overclocked Havoc Diamond of Sagittarius +1,3,Killer Drone,962
5225,7861,Battleship,328,Cavour,328,Plasma Beam,578,Spatial Torpedo,608,Gamma,755,Infinite Improbability Drive of Virgo,83,Glass,349,Tractor Beam,917
5226,5762,Destroyer,321,Incheon,306,Tetryon Canon,578,Fractional Orbital Bombardment of Capricorn,80,Dark Energy of Capricorn,12,Antimatter Rocket,395,Copper,402,Warp Core,962
5227,4908,Medical of Libra,13,Kirov of Wolf 1961,12,Particle Beam,574,Gravimetric Torpedo,540,Electromagnetic,678,Light Sail of Taurus,79,Vibranium,377,Killer Drone,962
5228,3089,Medical,325,Admiral Kuznetsov,328,Pulse Canon,612,Spatial Torpedo of Tau Ceti,99,Gamma,755,Fission-Fragment of Capricorn,172,Anti-gravitational Havoc Diamond of Pisces +1,4,Warp Core,962
5229,1537,Battleship of Wolf 1961,6,Admiral Kuznetsov,328,Proton Beam of Taurus,39,Gravimetric Torpedo,540,Flaming Deluxe Twin Bed Gravitational of Gliese 667C +1,2,Fusion-Electric,384,Polystyrene of Gliese 667C,32,Killer Drone,962
5230,1360,Medical,325,Overclocked Catastrophe Ticonderoga of Sagittarius +1,1,Pulse Canon,612,Rail Gun,551,Quantum,709,Fission-Electric of Gliese 667C,68,Copper,402,Disco Light of Wolf 1961,45
5231,5010,Frigate,328,Ticonderoga,302,Photon Beam,588,Spatial Torpedo,608,Plasma of Capricorn,28,Doomsday The Destroyer Magnetoplasmadynamic Thruster of Leo,8,Silicon Carbide,352,Tractor Beam,917
5232,7642,Minesweeper,339,Brandenburg,320,Electron Beam,525,Photon Torpedo,582,Nuclear,711,Nuclear Fusion of Pisces,74,Gold,559,Warp Core of Capricorn,73
5233,5482,Minelayer,350,Cavour,328,Particle Beam,574,Rail Gun,551,Gravitational of Wolf 1961,10,Fission-Electric,407,Titanium of Libra,37,Cocktail Bar,978
5234,3057,Medical of Aquarius,6,Enterprise,319,Tetryon Canon,578,Spatial Torpedo of Tau Ceti,99,Plasma,737,Einstein-Rosen The Powerful Magnetic Sail of Gemini +1,10,Vibranium,377,Disco Light,960
5235,4397,Minelayer of Libra,9,Brandenburg,320,Plasma Beam,578,Hydrogen Bomb,569,Dark Energy,707,Fission-Fragment,352,Carbon Fibre,379,Supercosmic Catastrophe Disco Light of Aquarius,6
5236,6019,Courier,326,Rutherford,352,Soliton Canon,568,Rail Gun,551,Dark Energy of Tau Ceti,22,Antimatter Rocket,395,Diamond,387,Tractor Beam of Gemini,39
5237,7599,Scout Ship,335,Brandenburg,320,Gravity Canon of Aries,69,Gravimetric Torpedo,540,Gravitational,689,Light Sail,370,Glass,349,Warp Core,962
5238,3181,Tanker of Capricorn,11,Enterprise,319,Photon Beam,588,Rail Gun,551,Electromagnetic,678,Fusion-Electric,384,Overclocked The Tyrant Diamond of Sagittarius +1,5,Disco Light,960
5239,668,Courier,326,Lightning Ultimatum Soryu of Virgo +1,1,Supercosmic The Destroyer Starburst Stream of Aquarius,3,Kinetic Energy Blast,610,Plasma of Libra,13,Nuclear Fusion,365,Vibranium of Aries,42,Disco Light,960
5240,5997,Cruiser,363,Nimitz,316,Soliton Canon,568,Electromagnetic Pulse Bomb,560,Quantum of Capricorn,17,Fission-Electric,407,Carbon Fibre,379,Warp Core of Capricorn,73
5241,4753,Dreadnought of Pisces,7,Dolphin,345,Tetryon Canon,578,Electromagnetic Pulse Bomb,560,Electromagnetic of Cancer,22,Antimatter Rocket of Aries,162,Vibranium,377,Killer Drone,962
5242,642,Einstein-Rosen The Indestructable Supply Ship of Gemini +1,1,Galactic The Destroyer Kongo of Wolf 1961,2,Tetryon Canon,578,Electromagnetic Pulse Bomb,560,Plasma of Tau Ceti,16,Magnetoplasmadynamic Thruster,400,Adamantium,407,Disco Light of Taurus,43
5243,1669,Cargo,327,Brandenburg,320,Electron Beam,525,Kinetic Energy Blast,610,Lightning Catastrophe Quasar of Virgo +1,1,Fusion-Electric,384,Vibranium,377,Warp Core,962
5244,5419,Scout Ship of Tau Ceti,9,Dolphin,345,Electron Beam of Taurus,46,Thermonuclear Bomb,514,Gravitational,689,Kryptonite Thruster,405,Adamantium,407,Tractor Beam,917
5245,6909,Minesweeper,339,Brandenburg,320,Pulse Canon,612,Spatial Torpedo,608,Gravitational,689,Magnetoplasmadynamic Thruster,400,Polystyrene of Gliese 667C,32,Tractor Beam,917
5246,3749,Cruiser,363,Arleigh Burke,327,Pulse Canon,612,Positron Torpedo,576,Dark Energy,707,Einstein-Rosen Havoc Magnetic Sail of Gemini +1,9,Carbon Fibre of Scorpio,36,Escape Pod of Cancer,76
5247,1418,Minelayer,350,Arleigh Burke,327,Photon Beam,588,Hydrogen Bomb,569,Gravitational,689,Subatomic Adventurer Light Sail of Taurus,12,Anti-gravitational The Destroyer Diamond of Pisces +1,3,Killer Drone,962
5248,3162,Frigate of Aries,13,Cavour,328,Particle Beam,574,Electromagnetic Pulse Bomb,560,Quantum,709,Fission-Fragment,352,Supercosmic The Destroyer Wooden of Aquarius,4,Killer Drone,962
5249,3526,Supply Ship,359,Missouri,309,Anti-gravitational The Tyrant Pulse Canon of Pisces +1,5,Positron Torpedo of Gemini,39,Electromagnetic,678,Fusion-Electric,384,Copper,402,Cocktail Bar,978
5250,5858,Cargo of Tau Ceti,12,Koni,292,Proton Beam,567,Kinetic Energy Blast,610,Electromagnetic,678,Antimatter Rocket of Aries,162,Gold,559,Warp Core,962
5251,6254,Cargo,327,Nimitz of Libra,26,Plasma Beam,578,Photon Torpedo of Wolf 1961,34,Quasar,728,Nuclear Pulse,390,Diamond,387,Warp Core,962
5252,2856,Supply Ship,359,Admiral Kuznetsov of Cancer,27,Particle Beam of Tau Ceti,74,Spatial Torpedo of Tau Ceti,99,Quantum of Tau Ceti,15,Nuclear Fusion,365,Diamond,387,Cocktail Bar of Gemini,44
5253,6843,Courier,326,Koni,292,Photon Beam,588,Gravimetric Torpedo of Gliese 667C,48,Nuclear,711,Antimatter Rocket of Aries,162,Adamantium,407,Warp Core of Cancer,74
5254,2400,Minesweeper,339,Rutherford of Gliese 667C,9,Electron Beam,525,Kinetic Energy Blast,610,Quasar,728,Fission-Electric,407,Anti-gravitational The Benevolent Glass of Pisces +1,3,Escape Pod of Capricorn,92
5255,397,Supercosmic Havoc Tug of Aquarius,1,Dolphin of Cancer,12,Particle Beam,574,Spatial Torpedo of Leo,48,Flaming Deluxe Twin Bed Gravitational of Gliese 667C +1,2,Nuclear Pulse,390,Copper of Aries,29,Escape Pod,930
5256,4787,Destroyer,321,Nimitz of Aries,19,Pulse Canon,612,Rail Gun,551,Quasar,728,Supercosmic Catastrophe Nuclear Pulse of Aquarius,7,Titanium,382,Tractor Beam,917
5257,3524,Cargo,327,Enterprise of Aries,27,Electron Beam,525,Hydrogen Bomb,569,Dark Energy,707,Einstein-Rosen Ultimatum Magnetic Sail of Gemini +1,8,Carbon Fibre,379,Killer Drone of Scorpio,45
5258,4462,Transport Ship,346,Rutherford,352,Galactic Havoc Plasma Beam of Wolf 1961,5,Kinetic Energy Blast,610,Gravitational of Libra,14,Nuclear Fusion,365,Copper,402,Escape Pod,930
5259,3604,Battleship,328,Virginia,305,Proton Beam,567,Fractional Orbital Bombardment,585,Quantum,709,Light Sail,370,Galactic Catastrophe Wooden of Wolf 1961,6,Tractor Beam,917
5260,2291,Lightning Havoc Transport Ship of Virgo +1,2,Kongo,307,Starburst Stream,610,Kinetic Energy Blast of Taurus,42,Gravitational,689,Fission-Fragment of Capricorn,172,Gold,559,Tractor Beam,917
5261,3249,Subatomic The Destroyer Science Vessel of Taurus,2,Virginia,305,Tetryon Canon,578,Rail Gun,551,Gamma of Leo,15,Fusion-Fragment of Scorpio,62,Graphene,349,Escape Pod,930
5262,2012,Einstein-Rosen Voyager Frigate of Gemini +1,1,Brandenburg,320,Pulse Canon,612,Thermonuclear Bomb,514,Dark Energy,707,Fission-Fragment of Capricorn,172,Polystyrene,404,Warp Core,962
5263,6078,Courier,326,Ticonderoga,302,Starburst Stream,610,Thermonuclear Bomb,514,Gravitational,689,Ion Thruster,386,Graphene,349,Cocktail Bar,978
5264,5965,Cruiser,363,Nimitz of Libra,26,Photon Beam,588,Hydrogen Bomb,569,Electromagnetic,678,Fusion-Electric,384,Beryllium of Aries,24,Killer Drone,962
5265,6016,Transport Ship,346,Admiral Kuznetsov,328,Gravity Canon,567,Spatial Torpedo,608,Gamma of Leo,15,Fission-Fragment of Capricorn,172,Glass,349,Escape Pod,930
5266,480,Anti-gravitational Havoc Dreadnought of Pisces +1,1,Anti-gravitational The Tyrant Missouri of Pisces +1,2,Starburst Stream,610,Positron Torpedo,576,Gamma,755,Magnetoplasmadynamic Thruster,400,Copper,402,Disco Light,960
5267,4956,Science Vessel,336,Rutherford,352,Particle Beam of Tau Ceti,74,Hydrogen Bomb of Virgo,24,Electromagnetic,678,Nuclear Pulse of Aquarius,79,Wooden,407,Escape Pod of Capricorn,92
5268,2584,Scout Ship,335,Virginia,305,Proton Beam,567,Thermonuclear Bomb,514,Overclocked The Benevolent Gamma of Sagittarius +1,2,Magnetoplasmadynamic Thruster,400,Silicon Carbide,352,Escape Pod of Aries,79
5269,3053,Frigate of Cancer,11,Arleigh Burke,327,Particle Beam,574,Spatial Torpedo,608,Electromagnetic,678,Nuclear Pulse,390,Beryllium,383,Flaming Havoc Cocktail Bar of Gliese 667C +1,4
5270,1865,Scout Ship,335,Einstein-Rosen The Powerful Soryu of Gemini +1,3,Gravity Canon of Aries,69,Positron Torpedo,576,Gamma of Scorpio,13,Alcubierre Drive,378,Copper of Cancer,36,Cocktail Bar,978
5271,6742,Destroyer,321,Rutherford,352,Starburst Stream,610,Electromagnetic Pulse Bomb,560,Gamma of Tau Ceti,29,Kryptonite Thruster,405,Silicon Carbide of Scorpio,45,Escape Pod,930
5272,3717,Tanker,343,Subatomic Catastrophe Koni of Taurus,2,Particle Beam,574,Photon Torpedo of Aries,79,Plasma,737,Magnetoplasmadynamic Thruster,400,Tungsten Carbide,571,Cocktail Bar,978
5273,31,Flaming The Destroyer Tug of Gliese 667C +1,1,Einstein-Rosen The Benevolent Rutherford of Gemini +1,2,Photon Beam,588,Rail Gun,551,Nuclear of Cancer,18,Nuclear Pulse,390,Einstein-Rosen Voyager Glass of Gemini +1,10,Escape Pod of Libra,71
5274,689,Supply Ship,359,Enterprise,319,Electron Beam,525,Rail Gun,551,Dark Energy,707,Overclocked Deluxe Twin Bed Kryptonite Thruster of Sagittarius +1,5,Graphene of Gemini,28,Flaming The Powerful Cocktail Bar of Gliese 667C +1,4
5275,956,Subatomic The Tyrant Cruiser of Taurus,1,Kongo,307,Electron Beam,525,Flaming The Benevolent Kinetic Energy Blast of Gliese 667C +1,3,Plasma,737,Antimatter Rocket,395,Gold,559,Tractor Beam,917
5276,3048,Science Vessel,336,Einstein-Rosen Catastrophe Virginia of Gemini +1,3,Proton Beam,567,Rail Gun,551,Electromagnetic,678,Magnetic Sail of Gemini,92,Gold,559,Cocktail Bar,978
5277,5173,Scout Ship,335,Missouri of Pisces,11,Gravity Canon,567,Gravimetric Torpedo of Gliese 667C,48,Dark Energy,707,Magnetoplasmadynamic Thruster,400,Beryllium of Capricorn,42,Cocktail Bar,978
5278,7241,Tanker,343,Rutherford,352,Plasma Beam,578,Spatial Torpedo,608,Gravitational,689,Fusion-Fragment,354,Copper of Tau Ceti,40,Warp Core,962
5279,127,Lightning The Benevolent Battleship of Virgo +1,1,Kongo of Leo,22,Gravity Canon of Aries,69,Rail Gun,551,Supercosmic The Indestructable Plasma of Aquarius,1,Fission-Electric,407,Doomsday Havoc Adamantium of Leo,5,Tractor Beam,917
5280,7562,Science Vessel,336,Nimitz,316,Pulse Canon of Tau Ceti,79,Positron Torpedo of Capricorn,64,Gamma,755,Infinite Improbability Drive,354,Beryllium,383,Cocktail Bar,978
5281,6748,Dreadnought,350,Brandenburg,320,Gravity Canon of Aries,69,Electromagnetic Pulse Bomb,560,Plasma of Cancer,24,Fusion-Electric,384,Tungsten Carbide,571,Killer Drone,962
5282,62,Medical of Libra,13,Anti-gravitational Catastrophe Rutherford of Pisces +1,4,Starburst Stream,610,Hydrogen Bomb,569,Plasma,737,Overclocked Voyager Kryptonite Thruster of Sagittarius +1,2,Anti-gravitational The Powerful Diamond of Pisces +1,5,Warp Core,962
5283,3912,Courier of Taurus,2,Kongo,307,Soliton Canon,568,Thermonuclear Bomb,514,Electromagnetic,678,Fission-Fragment,352,Polystyrene of Virgo,41,Escape Pod,930
5284,7452,Supply Ship,359,Koni,292,Pulse Canon,612,Gravimetric Torpedo of Gliese 667C,48,Gamma,755,Nuclear Fusion,365,Titanium,382,Escape Pod of Cancer,76
5285,4383,Tug,343,Incheon of Capricorn,21,Plasma Beam,578,Rail Gun,551,Gamma,755,Kryptonite Thruster of Sagittarius,66,Polystyrene,404,Subatomic Adventurer Disco Light of Taurus,6
5286,1877,Cruiser of Pisces,7,Virginia,305,Soliton Canon,568,Kinetic Energy Blast of Libra,69,Quasar,728,Fission-Fragment of Capricorn,172,Doomsday The Indestructable Adamantium of Leo,6,Killer Drone of Scorpio,45
5287,5162,Cruiser of Gemini,7,Arleigh Burke,327,Proton Beam of Taurus,39,Hydrogen Bomb,569,Dark Energy,707,Fusion-Fragment,354,Vibranium,377,Killer Drone,962
5288,2847,Transport Ship,346,Doomsday The Benevolent Kongo of Leo,3,Starburst Stream,610,Fractional Orbital Bombardment of Capricorn,80,Quantum,709,Magnetic Sail,378,Gold,559,Escape Pod of Aries,79
5289,5058,Medical,325,Arleigh Burke of Aquarius,20,Particle Beam,574,Thermonuclear Bomb,514,Plasma of Leo,12,Kryptonite Thruster,405,Vibranium,377,Escape Pod of Aries,79
5290,1817,Cruiser,363,Flaming The Powerful Soryu of Gliese 667C +1,2,Gravity Canon,567,Kinetic Energy Blast,610,Quantum,709,Nuclear Pulse of Aquarius,79,Gold,559,Warp Core,962
5291,1654,Science Vessel of Aries,12,Incheon of Aries,38,Electron Beam,525,Kinetic Energy Blast,610,Lightning The Powerful Electromagnetic of Virgo +1,1,Fission-Fragment,352,Copper,402,Cocktail Bar,978
5292,3440,Tug,343,Nimitz,316,Soliton Canon,568,Rail Gun of Aquarius,37,Plasma of Cancer,24,Fission-Electric,407,Titanium of Capricorn,44,Quantum Voyager Killer Drone of Scorpio,6
5293,7103,Frigate,328,Barracuda,297,Plasma Beam of Aries,65,Thermonuclear Bomb,514,Gravitational,689,Magnetoplasmadynamic Thruster,400,Gold,559,Killer Drone of Aquarius,38
5294,7940,Medical,325,Liaoning,323,Soliton Canon,568,Positron Torpedo,576,Dark Energy,707,Solid Fuel Rocket of Cancer,147,Graphene,349,Warp Core,962
5295,5740,Battleship of Cancer,13,Soryu,338,Tetryon Canon,578,Kinetic Energy Blast of Taurus,42,Quantum,709,Kryptonite Thruster,405,Tungsten Carbide,571,Escape Pod,930
5296,6554,Minelayer,350,Dolphin,345,Pulse Canon,612,Rail Gun,551,Quasar,728,Kryptonite Thruster,405,Beryllium,383,Disco Light,960
5297,1098,Medical of Gemini,6,Enterprise,319,Quantum Adventurer Photon Beam of Scorpio,2,Fractional Orbital Bombardment of Capricorn,80,Electromagnetic,678,Nuclear Pulse,390,Quantum Catastrophe Wooden of Scorpio,5,Escape Pod,930
5298,5797,Medical,325,Kirov,314,Proton Beam of Taurus,39,Hydrogen Bomb,569,Quasar of Cancer,15,Fission-Fragment,352,Copper,402,Escape Pod,930
5299,2975,Minesweeper,339,Kirov,314,Lightning Havoc Gravity Canon of Virgo +1,3,Kinetic Energy Blast,610,Nuclear,711,Magnetic Sail,378,Carbon Fibre,379,Cocktail Bar of Pisces,42
5300,85,Anti-gravitational The Tyrant Courier of Pisces +1,3,Einstein-Rosen The Powerful Rutherford of Gemini +1,1,Pulse Canon,612,Electromagnetic Pulse Bomb,560,Quasar of Taurus,9,Antimatter Rocket of Aries,162,Doomsday Ultimatum Wooden of Leo,8,Tractor Beam,917
5301,156,Supply Ship,359,Nimitz,316,Einstein-Rosen Adventurer Photon Beam of Gemini +1,4,Anti-gravitational The Tyrant Spatial Torpedo of Pisces +1,7,Galactic Adventurer Quasar of Wolf 1961,3,Magnetic Sail of Gemini,92,Carbon Fibre,379,Killer Drone,962
5302,7953,Tug,343,Virginia,305,Starburst Stream,610,Hydrogen Bomb,569,Dark Energy,707,Solid Fuel Rocket of Cancer,147,Diamond,387,Escape Pod,930
5303,2586,Battleship,328,Barracuda,297,Proton Beam of Libra,76,Thermonuclear Bomb,514,Flaming The Destroyer Gravitational of Gliese 667C +1,2,Antimatter Rocket,395,Adamantium,407,Escape Pod,930
5304,7208,Medical,325,Virginia,305,Gravity Canon,567,Gravimetric Torpedo,540,Gamma,755,Nuclear Pulse,390,Beryllium of Tau Ceti,40,Killer Drone,962
5305,5847,Destroyer,321,Missouri,309,Starburst Stream,610,Rail Gun,551,Quantum of Capricorn,17,Solid Fuel Rocket,353,Adamantium,407,Disco Light,960
5306,4009,Minelayer of Scorpio,7,Rutherford,352,Photon Beam,588,Fractional Orbital Bombardment,585,Galactic The Destroyer Gravitational of Wolf 1961,4,Magnetoplasmadynamic Thruster,400,Carbon Fibre,379,Cocktail Bar,978
5307,7088,Destroyer,321,Soryu,338,Particle Beam,574,Gravimetric Torpedo,540,Gamma,755,Alcubierre Drive,378,Vibranium of Libra,37,Disco Light,960
5308,7218,Cruiser,363,Cavour,328,Electron Beam,525,Rail Gun,551,Nuclear,711,Ion Thruster,386,Beryllium of Cancer,40,Warp Core of Libra,67
5309,5078,Tug,343,Arleigh Burke,327,Proton Beam of Gliese 667C,38,Electromagnetic Pulse Bomb of Aquarius,29,Electromagnetic of Taurus,12,Fusion-Fragment,354,Gold,559,Tractor Beam,917
